"gene_symbol"	"fold.change"	"adj.P.Val.all"	"t"	"high.class"	"mean1.unlog"	"mean0.unlog"	"sd0.unlog"	"sd1.unlog"	"entrez_id"	"gene_description"	"Unique.Name"	"Descriptor"	"alteration_direction"	"interaction_type"	"logFC"	"AveExpr"	"P.Value"	"adj.P.Val"	"B"	"mean0.log"	"mean1.log"	"sd0.log"	"sd1.log"	"n0"	"n1"
"LHX8"	2.71472829543593	5.2067879933694e-06	6.37017185936383	"case"	39.6331666666667	0.135487272727273	0.5884666792444	129.070005562171	"431707"	"LIM homeobox 8"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	1.44080781259959	0.205964580547059	1.58207602769496e-09	3.14421789744095e-05	10.9474179374116	0.108282694947087	1.54909050754667	0.375122840731171	2.65676432838445	165	12
"ADIPOR2"	2.26672736507701	2.22540508177134e-05	6.01355795153433	"case"	13164.5103416667	2018.87139878788	754.419845629183	22929.3171372962	"79602"	"adiponectin receptor 2"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	1.18061087863732	10.9923628418567	1.01544306245426e-08	6.72697180773864e-05	9.28883845596795	10.9123214263558	12.0929323049932	0.421985138634591	2.05742084084183	165	12
"CCDC77"	1.93385312801457	2.05267821234449e-05	6.03689345197322	"case"	332.2757	125.230892727273	42.6312680619999	302.075248057683	"84318"	"coiled-coil domain containing 77"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.951478229390154	6.97735797555732	9.00905359908115e-09	6.72697180773864e-05	9.39556261744277	6.9128509769546	7.86432920634475	0.435260796618323	1.26455621093243	165	12
"SPANXC"	1.88958307603543	0.00013087985312468	5.53156830183103	"case"	7.50600833333333	0.0417224242424242	0.155303670017538	18.2742380425887	"64663"	"SPANX family, member C"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.918067948473289	0.109314317799647	1.12675093000653e-07	0.000559826199573745	7.14475726552787	0.0470724229878983	0.965140371461187	0.172799555004055	2.11302185022428	165	12
"TRIM6-TRIM34"	2.01338694158289	0.000162104331025257	5.45321843491167	"case"	4.09771666666667	0.191401212121212	1.54691654145207	9.74468684760464	"445372"	"TRIM6-TRIM34 readthrough"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	1.00962446240179	0.132114571788771	1.64596849899124e-07	0.000654239558979037	6.80755707893112	0.0636654556937343	1.07328991809552	0.460450825404891	1.72040752455675	165	12
"ALKBH3"	0.574194064987024	0.000314729152747309	-5.24085365057393	"control"	234.532158333333	319.359135151515	90.6866060111508	116.306928795427	"221120"	"alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-0.800389676320741	8.22046805522987	4.51586394049987e-07	0.00128211828504992	5.91038843373174	8.27473176209907	7.47434208577832	0.365762532798706	1.46840611924901	165	12
"HORMAD1"	3.78042056916289	0.000495719239699351	5.12624694787871	"case"	29.1506333333333	2.87331515151515	7.8639593436907	53.9780867463377	"84072"	"HORMA domain containing 1"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	1.91854674219608	1.31691363714224	7.69911064462092e-07	0.00170013472167996	5.4366885055322	1.18684267156962	3.1053894137657	1.15580092574017	2.28681965867245	165	12
"ITFG2"	1.60048240706347	0.000454446935318355	5.14979749020274	"case"	753.908608333333	426.338902424242	126.536127810366	444.48721017324	"55846"	"integrin alpha FG-GAP repeat containing 2"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.678506818475633	8.72780146971894	6.90415668106886e-07	0.00170013472167996	5.53341793977324	8.6818010074494	9.36030782592503	0.407062612729925	0.779539981136186	165	12
"C12orf4"	1.54216872792764	0.000726984768795186	5.00172726990638	"case"	516.291558333333	311.409307272727	78.8306128051118	257.314949995563	"57102"	"chromosome 12 open reading frame 4"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.624960618448526	8.27989154201487	1.36217605226647e-06	0.0024610806238858	4.93058234800919	8.23752133059463	8.86248194904315	0.391984710883488	0.687857935194617	165	12
"FBXL14"	1.82665828246282	0.000723292575975633	5.00483900824572	"case"	2671.47718333333	784.278795757576	304.275816834954	3748.44198793651	"144699"	"F-box and leucine-rich repeat protein 14"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.869206770634133	9.60741751053016	1.3430483348636e-06	0.0024610806238858	4.94311959958814	9.5484882379448	10.4176950085789	0.422633303456544	1.64851086797821	165	12
"RSU1P2"	1.70592431633499	0.00133098070728176	4.82012853487879	"case"	1.68528333333333	0.236694545454545	0.810538174064867	2.71277174820861	"100133308"	"Ras suppressor protein 1 pseudogene 2"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.770553642629102	0.241538896909322	3.07663833762629e-06	0.00497969346216465	4.20889701026074	0.189297971985315	0.959851614614417	0.473211772676906	1.10163371902422	165	12
"NDUFA9"	1.66587823132475	0.00138822840335923	4.80723142383003	"case"	2904.38670833333	1219.0479430303	371.421001830249	2908.9474679464	"4704"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.736282949632445	10.2421171800099	3.25732187823993e-06	0.00497969346216465	4.15839824434561	10.1921996918992	10.9284826415317	0.412486689257293	1.27995977069562	165	12
"CCDC83"	1.50889341132427	0.00235140378116407	4.60781877331884	"case"	1.92903333333333	0.086269696969697	0.27391185746786	4.32894102824936	"220047"	"coiled-coil domain containing 83"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.593490897060675	0.130037492036736	7.76462567016615e-06	0.00876100880851312	3.39064141936891	0.0898008210495713	0.683291718110247	0.26452643930005	1.37712890646581	165	12
"WNK1"	1.82459734985985	0.00223817289237594	4.6248652953227	"case"	10238.4281333333	3328.45333454545	1105.6605106688	15791.214310208	"65125"	"WNK lysine deficient protein kinase 1"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.867578126758666	11.6712058363243	7.21625628703249e-06	0.00876100880851312	3.45530335216802	11.6123869802729	12.4799651070316	0.537428555901696	1.40662653684032	165	12
"SPANXA2"	1.51312744035427	0.00279802773058802	4.53773772445903	"case"	2.73505	0.0512933333333333	0.207590443449071	7.41001556954566	"728712"	"SPANX family, member A2"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.597533500987803	0.0944126351843583	1.04716110967548e-05	0.0104056399468453	3.12673760877915	0.0539018893546767	0.65143539034248	0.207579244350946	1.55956176827537	165	12
"VWA5A"	0.546978772302545	0.00309130542786725	-4.49820248460859	"control"	798.98955	1385.81925454545	838.158763241123	383.223595820519	"4013"	"von Willebrand factor A domain containing 5A"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-0.870443250330416	10.2322986394938	1.23783989848032e-05	0.0117146810201895	2.97924093456194	10.2913117412111	9.42086849088071	0.624292792865192	0.937961039163674	165	12
"RHNO1"	1.54877617363794	0.00353479420637545	4.44169989792227	"case"	996.874666666667	551.345024848485	195.287169552325	708.274814928576	"83695"	"RAD9-HUS1-RAD1 interacting nuclear orphan 1"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.631128663485219	9.08395247239753	1.56929587487634e-05	0.0129950775905385	2.77018814528962	9.04116408843243	9.67229275191764	0.428670924238261	0.920623855136068	165	12
"C16orf45"	0.461541276234585	0.00353224808219823	-4.44369815817452	"control"	394.509058333333	770.268078181818	428.903436475258	285.40363418863	"89927"	"chromosome 16 open reading frame 45"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-1.11546841915913	9.30702295309835	1.55624029279834e-05	0.0129950775905385	2.77754626258454	9.38264793066846	8.26717951150933	0.821034430596984	1.11270704924419	165	12
"FKBP4"	1.89256895174952	0.00353272418978911	4.44275130450661	"case"	8274.95329166667	2765.25103878788	1515.83983106831	10597.5302009115	"2288"	"FK506 binding protein 4, 59kDa"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.920345862712969	11.3556508385287	1.56241346678722e-05	0.0129950775905385	2.77405937676986	11.2932545088532	12.2136003715662	0.605390693063248	1.48650254684048	165	12
"ENDOD1"	0.53080937677397	0.00372474311752629	-4.42502931382367	"control"	1099.83914166667	1607.01698606061	677.815481902124	719.187508431816	"23052"	"endonuclease domain containing 1"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-0.913734238674696	10.4697551966538	1.6823928587436e-05	0.0133743502698682	2.70890369176709	10.5317032806317	9.61796904195701	0.602049434939351	1.49010307926996	165	12
"BEND3"	1.64078391278721	0.00489265459660084	4.29945007109203	"case"	235.795175	110.13117030303	42.0086961892419	250.71824028495	"57673"	"BEN domain containing 3"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.714385251967039	6.75549142747408	2.82459127622804e-05	0.0185316110151499	2.25309131602286	6.70705852903563	7.42144378100267	0.502654280732811	1.07440752091392	165	12
"C1orf74"	1.59247827699521	0.00494870557981139	4.29378888486073	"case"	104.479825	65.8302072727273	33.0962997361443	41.6910502675907	"148304"	"chromosome 1 open reading frame 74"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.671273692804943	6.0004743401699	2.89061055383741e-05	0.0185316110151499	2.23278794089753	5.95496425930177	6.62623795210671	0.522103160730817	0.53628485862577	165	12
"NOP2"	1.62381624574405	0.00494870557981139	4.29446795679486	"case"	1761.638875	849.041480606061	295.704041859146	1645.36258399858	"4839"	"NOP2 nucleolar protein"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.699388383537293	9.69798463652835	2.88261400652676e-05	0.0185316110151499	2.23522225315919	9.6505684749326	10.3499568584699	0.485238936849183	1.10255737125601	165	12
"SSX6"	1.67698817682516	0.00554635936722555	4.24071486232059	"case"	5.03961666666667	0.203205454545455	0.455623259975873	11.7727341774298	"280657"	"synovial sarcoma, X breakpoint 6 (pseudogene)"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.745872517586915	0.260276158466913	3.5858467887363e-05	0.0218188897475106	2.04347994706304	0.209708530155935	0.95558104774285	0.365575234426818	1.87804643426899	165	12
"SDR42E1"	0.495865172657775	0.00625933223815582	-4.19407218237565	"control"	144.611933333333	187.97781030303	67.9869217030285	93.5909536824943	"93517"	"short chain dehydrogenase/reductase family 42E, member 1"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-1.01198019439658	7.38601705334373	4.32664754679761e-05	0.0238854981514044	1.87866827279905	7.45462588008248	6.44264568568589	0.592660683385862	2.27808889769959	165	12
"KCNK15"	0.271212190726146	0.00635081618914766	-4.18549141672838	"control"	21.22685	65.6767987878788	73.7806781256993	29.0780420236333	"60598"	"potassium channel, two pore domain subfamily K, member 15"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-1.88250606720632	5.25189823144747	4.47800199103889e-05	0.0240285222362614	1.84850765402455	5.37952576142756	3.49701969422124	1.49012490355926	1.79748756718212	165	12
"ZNF516"	0.508283861773499	0.00640400250714713	-4.17908107820361	"control"	224.450425	323.472773939394	193.068077630464	132.026475113352	"9658"	"zinc finger protein 516"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	-0.976293669548482	8.11820643890242	4.59436371630238e-05	0.0240285222362614	1.82600833419437	8.18439584022774	7.20810217067925	0.655414943446726	1.83482824527125	165	12
"SSX5"	1.67681868588151	0.00673949452731796	4.15822765631103	"case"	12.8466416666667	0.0877830303030303	0.568773682822306	43.5051012896285	"6758"	"synovial sarcoma, X breakpoint 5"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.745726698967	0.117704800858017	4.99323575038405e-05	0.0254450172572135	1.75300826575343	0.0671470585551695	0.812873757522169	0.299193567670821	2.0989569633814	165	12
"NCAPD2"	1.67029769714432	0.00687276696393168	4.14871938879251	"case"	2933.79254166667	1320.50071151515	678.447728582932	2914.54481470595	"9918"	"non-SMC condensin I complex, subunit D2"	"AmplificationPeak1"	"1p34.2"	"Amplification"	"trans"	0.740105257141165	10.3071652733598	5.18589944780125e-05	0.0257661414064005	1.71982118199119	10.256988645757	10.9970939028982	0.530639570164574	1.217139344168	165	12
